시도명,시군구명,도로명,소재지도로명주소,소재지지번주소,횡단보도관리번호,횡단보도종류,자전거횡단도겸용여부,고원식적용여부,위도,경도,차로수,횡단보도폭,횡단보도연장,보행자신호등유무,보행자작동신호기유무,음향신호기설치여부,녹색신호시간,적색신호시간,교통섬유무,보도턱낮춤여부,점자블록유무,집중조명시설유무,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명,속도,사고건수
경상남도,양산시,와곡4길,,경상남도 양산시 상북면 소토리 668-1,양산신-2015,1,N,N,35.380215,129.054533,7,8,25,Y,N,N,35,,N,Y,Y,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.714285714,0
경상남도,양산시,와곡4길,,경상남도 양산시 상북면 소토리 668-1,양산신-2015,1,N,N,35.380215,129.054533,2,4,8,Y,N,N,35,,N,Y,Y,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.228571429,0
경상남도,양산시,와곡4길,,경상남도 양산시 상북면 소토리 668-1,양산신-2015,1,N,N,35.380215,129.054533,2,4,6,Y,N,N,35,,N,Y,Y,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.171428571,0
경상남도,양산시,어곡터널로,,경상남도 양산시 상북면 소토리 522-4,양산신-2017,1,N,N,35.380975,129.045127,4,8,14,Y,N,N,35,,N,Y,N,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.4,0
경상남도,양산시,어곡터널로,,경상남도 양산시 상북면 소토리 522-4,양산신-2017,1,N,N,35.380975,129.045127,5,8,19,Y,N,N,20,,N,Y,N,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.95,0
경상남도,양산시,민등대길,,경상남도 양산시 상북면 대석리 732-1,양산신-2018,1,N,N,35.392982,129.052459,4,8,10,Y,N,N,17,,N,Y,Y,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.588235294,0
경상남도,양산시,민등대길,,경상남도 양산시 상북면 대석리 732-1,양산신-2018,1,N,N,35.392982,129.052459,1,4,8,Y,N,N,19,,N,Y,Y,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.421052632,0
경상남도,양산시,구소석길,,경상남도 양산시 상북면 석계리 1031-1,양산신-2019,1,N,N,35.399986,129.059802,2,4,9,Y,N,N,17,,N,Y,Y,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.529411765,0
경상남도,양산시,충렬로,,경상남도 양산시 상북면 소석리 659,양산신-2020,1,N,N,35.401485,129.053037,3,8,11,Y,N,N,16,,N,Y,Y,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.6875,0
경상남도,양산시,충렬로,,경상남도 양산시 상북면 소석리 659,양산신-2020,1,N,N,35.401485,129.053037,2,4,7,Y,N,N,18,,Y,Y,Y,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.388888889,0
경상남도,양산시,충렬로,,경상남도 양산시 상북면 소석리 155,양산신-2021,1,N,N,35.403589,129.054778,4,8,13,Y,N,N,19,,N,Y,N,Y,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.684210526,0
경상남도,양산시,양산대로,,경상남도 양산시 상북면 상삼리 52,양산신-2022,1,N,N,35.405935,129.056134,2,4,7,Y,N,N,14,,N,Y,N,Y,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.5,0
경상남도,양산시,수서로,,경상남도 양산시 상북면 석계리 553-3,양산신-2023,1,N,N,35.423955,129.061504,2,4,8,Y,N,N,20,,N,Y,Y,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.4,0
경상남도,양산시,수서로,,경상남도 양산시 상북면 상삼리 52,양산신-2023,1,N,N,35.423955,129.061504,2,4,7,Y,N,N,20,,N,Y,Y,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.35,0
경상남도,양산시,수서로,,경상남도 양산시 상북면 상삼리 52,양산신-2023,1,N,N,35.423955,129.061504,5,8,21,Y,N,N,27,,N,Y,Y,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.777777778,0
경상남도,양산시,수서로,,경상남도 양산시 상북면 상삼리 52,양산신-2023,1,N,N,35.423955,129.061504,5,8,19,Y,N,N,27,,N,Y,Y,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.703703704,0
경상남도,양산시,수서로,,경상남도 양산시 상북면 상삼리 424-3,양산신-2024,1,N,N,35.425153,129.060077,4,8,16,Y,N,N,27,,N,Y,N,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.592592593,0
경상남도,양산시,수서로,,경상남도 양산시 상북면 상삼리 491-2,양산신-2025,1,N,N,35.427287,129.057856,5,8,16,Y,N,N,27,,N,Y,N,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.592592593,0
경상남도,양산시,수서로,,경상남도 양산시 상북면 상삼리 491-2,양산신-2025,1,N,N,35.427287,129.057856,2,4,8,Y,N,N,27,,Y,Y,N,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.296296296,0
경상남도,양산시,수서로,,경상남도 양산시 상북면 상삼리 599-2,양산신-2026,1,N,N,35.429143,129.054604,5,8,17,Y,N,N,27,,N,Y,N,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.62962963,0
경상남도,양산시,수서로,,경상남도 양산시 상북면 상삼리 599-2,양산신-2026,1,N,N,35.429143,129.054604,2,4,8,Y,N,N,27,,N,Y,N,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.296296296,0
경상남도,양산시,원동로,,경상남도 양산시 원동면 원리 825,양산신-3002,1,N,N,35.371341,128.920076,3,8,9,Y,N,N,20,,N,Y,N,Y,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.45,0
경상남도,양산시,배내로,,경상남도 양산시 원동면 선리 560,양산신-3006,1,N,N,35.505253,128.998718,3,8,11,Y,N,N,16,,N,Y,N,Y,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.6875,0
경상남도,양산시,충렬로,,경상남도 양산시 교동 244-1,양산신-4001,1,N,N,35.342892,129.026509,2,4,7,Y,N,N,14,,N,Y,Y,Y,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.5,3
경상남도,양산시,충렬로,,경상남도 양산시 교동 244-1,양산신-4001,1,N,N,35.342892,129.026509,5,8,16,Y,N,N,21,,N,Y,Y,Y,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.761904762,3
경상남도,양산시,충렬로,,경상남도 양산시 교동 232-2,양산신-4002,1,N,N,35.344482,129.027877,4,8,13,Y,N,N,20,,N,Y,Y,Y,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.65,0
경상남도,양산시,충렬로,,경상남도 양산시 교동 232-2,양산신-4002,1,N,N,35.344482,129.027877,7,8,22,Y,N,N,25,,N,Y,Y,Y,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.88,0
경상남도,양산시,충렬로,,경상남도 양산시 교동 232-2,양산신-4002,1,N,N,35.344482,129.027877,7,8,18,Y,N,N,25,,N,Y,Y,Y,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.72,0
경상남도,양산시,충렬로,,경상남도 양산시 교동 157-9,양산신-4003,1,N,N,35.345313,129.028827,5,8,15,Y,Y,N,30,,N,Y,Y,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.5,0
경상남도,양산시,충렬로,,경상남도 양산시 교동 965-3,양산신-4004,1,N,N,35.349451,129.030085,4,8,13,Y,N,N,20,,N,Y,N,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.65,0
경상남도,양산시,충렬로,,경상남도 양산시 교동 965-9,양산신-4005,1,N,N,35.351696,129.031836,4,8,15,Y,N,N,23,,N,Y,N,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.652173913,0
경상남도,양산시,충렬로,,경상남도 양산시 유산동 192,양산신-4006,1,N,N,35.354439,129.033524,5,8,15,Y,N,N,21,,N,Y,N,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.714285714,0
경상남도,양산시,충렬로,,경상남도 양산시 유산동 159-41,양산신-4007,1,N,N,35.358091,129.035515,2,4,9,Y,N,N,15,,N,Y,N,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.6,0
경상남도,양산시,충렬로,,경상남도 양산시 유산동 159-41,양산신-4007,1,N,N,35.358091,129.035515,5,8,19,Y,N,N,21,,N,Y,N,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.904761905,0
경상남도,양산시,충렬로,,경상남도 양산시 유산동 159-41,양산신-4007,1,N,N,35.358091,129.035515,5,8,19,Y,N,N,21,,N,Y,N,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.904761905,0
경상남도,양산시,어실로,,경상남도 양산시 유산동 162-18,양산신-4009,1,N,N,35.364426,129.038729,5,8,17,Y,N,N,25,,N,Y,N,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.68,0
경상남도,양산시,어실로,,경상남도 양산시 유산동 162-18,양산신-4009,1,N,N,35.364426,129.038729,5,8,18,Y,N,N,25,,N,Y,N,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.72,0
경상남도,양산시,어실로,,경상남도 양산시 유산동 130-19,양산신-4010,1,N,N,35.366817,129.034613,2,4,9,Y,N,N,22,,N,N,N,Y,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.409090909,0
경상남도,양산시,어실로,,경상남도 양산시 유산동 130-19,양산신-4010,1,N,N,35.366817,129.034613,5,8,15,Y,N,N,21,,N,N,N,Y,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.714285714,0
경상남도,양산시,어실로,,경상남도 양산시 유산동 476-16,양산신-4012,1,N,N,35.369042,129.031716,2,4,9,Y,N,N,25,,N,N,N,Y,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.36,0
경상남도,양산시,어실로,,경상남도 양산시 유산동 476-16,양산신-4012,1,N,N,35.369042,129.031716,5,8,15,Y,N,N,20,,N,N,N,Y,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.75,0
경상남도,양산시,어실로,,경상남도 양산시 유산동 334-40,양산신-4014,1,N,N,35.371698,129.029138,2,4,9,Y,N,N,25,,N,N,N,Y,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.36,0
경상남도,양산시,어실로,,경상남도 양산시 유산동 334-40,양산신-4014,1,N,N,35.371698,129.029138,5,8,15,Y,N,N,20,,N,N,N,Y,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.75,0
경상남도,양산시,어실로,,경상남도 양산시 어곡동 157-16,양산신-4015,1,N,N,35.373721,129.027427,4,8,13,Y,N,N,17,,Y,Y,N,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.764705882,0
경상남도,양산시,어실로,,경상남도 양산시 어곡동 157-16,양산신-4015,1,N,N,35.373721,129.027427,6,8,16,Y,N,N,26,,N,Y,N,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.615384615,0
경상남도,양산시,어실로,,경상남도 양산시 어곡동 157-16,양산신-4016,1,N,N,35.374115,129.027075,5,8,17,Y,N,N,23,,N,Y,N,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.739130435,0
경상남도,양산시,어실로,,경상남도 양산시 어곡동 419-3,양산신-4017,1,N,N,35.375906,129.026569,4,8,15,Y,N,N,19,,N,N,N,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.789473684,0
경상남도,양산시,어실로,,경상남도 양산시 어곡동 419-3,양산신-4017,1,N,N,35.375906,129.026569,4,8,18,Y,N,N,19,,N,N,N,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.947368421,0
경상남도,양산시,어실로,,경상남도 양산시 어곡동 2020,양산신-4018,1,N,N,35.378973,129.025925,3,8,12,Y,N,N,17,,N,Y,N,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.705882353,0
경상남도,양산시,어실로,,경상남도 양산시 어곡동 2020,양산신-4018,1,N,N,35.378973,129.025925,4,8,14,Y,N,N,21,,N,Y,N,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.666666667,0
