시도명,시군구명,도로명,소재지도로명주소,소재지지번주소,횡단보도관리번호,횡단보도종류,자전거횡단도겸용여부,고원식적용여부,위도,경도,차로수,횡단보도폭,횡단보도연장,보행자신호등유무,보행자작동신호기유무,음향신호기설치여부,녹색신호시간,적색신호시간,교통섬유무,보도턱낮춤여부,점자블록유무,집중조명시설유무,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명,속도
경상남도,양산시,양산대로,,경상남도 양산시 상북면 소토리 911-1,양산신-2006,1,N,N,35.387924,129.051026,4,8,12,Y,N,N,20,,N,Y,Y,Y,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.6
경상남도,양산시,양산대로,,경상남도 양산시 상북면 소토리 972,양산신-2007,1,Y,N,35.389947,129.051361,7,8,28,Y,N,N,24,,N,Y,N,Y,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,1.166666667
경상남도,양산시,양산대로,,경상남도 양산시 상북면 소토리 972,양산신-2007,1,Y,N,35.389947,129.051361,5,8,16,Y,N,N,35,,N,Y,N,Y,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.4571428571
경상남도,양산시,양산대로,,경상남도 양산시 상북면 대석리 687-8,양산신-2008,1,N,N,35.395984,129.051981,5,8,17,Y,N,N,25,,N,Y,N,Y,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.68
경상남도,양산시,양산대로,,경상남도 양산시 상북면 석계리 180-2,양산신-2009,1,N,N,35.412395,129.056494,6,8,26,Y,N,N,26,,N,Y,N,Y,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,1
경상남도,양산시,상북중앙로,,경상남도 양산시 상북면 석계리 96-2,양산신-2010,1,N,N,35.415367,129.060855,2,4,9,Y,N,N,18,,N,Y,N,Y,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.5
경상남도,양산시,양산대로,,경상남도 양산시 상북면 석계리 16-16,양산신-2011,1,N,N,35.421857,129.064062,6,8,23,Y,N,N,25,,N,Y,N,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.92
경상남도,양산시,양산대로,,경상남도 양산시 상북면 석계리 16-16,양산신-2011,1,N,N,35.421857,129.064062,4,8,17,Y,N,N,23,,N,Y,N,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.7391304348
경상남도,양산시,소노길,,경상남도 양산시 상북면 석계리 16-16,양산신-2013,1,Y,N,35.375142,129.056224,2,4,9,Y,N,N,17,,N,Y,Y,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.5294117647
경상남도,양산시,소노길,,경상남도 양산시 산막동 577,양산신-2013,1,Y,N,35.375142,129.056224,2,4,9,Y,N,N,17,,N,Y,Y,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.5294117647
경상남도,양산시,소노길,,경상남도 양산시 산막동 577,양산신-2013,1,Y,N,35.375142,129.056224,4,8,19,Y,N,N,26,,N,Y,Y,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.7307692308
경상남도,양산시,소노길,,경상남도 양산시 산막동 577,양산신-2013,1,Y,N,35.375142,129.056224,5,8,20,Y,N,N,26,,N,Y,Y,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.7692307692
경상남도,양산시,와곡4길,,경상남도 양산시 상북면 소토리 409-8,양산신-2014,1,Y,N,35.378693,129.056255,2,4,6,Y,N,N,17,,N,Y,N,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.3529411765
경상남도,양산시,와곡4길,,경상남도 양산시 상북면 소토리 409-8,양산신-2014,1,Y,N,35.378693,129.056255,2,4,6,Y,N,N,17,,N,Y,N,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.3529411765
경상남도,양산시,와곡4길,,경상남도 양산시 상북면 소토리 409-8,양산신-2014,1,Y,N,35.378693,129.056255,5,8,19,Y,N,N,26,,N,Y,Y,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.7307692308
경상남도,양산시,와곡4길,,경상남도 양산시 상북면 소토리 409-8,양산신-2014,1,Y,N,35.378693,129.056255,5,8,20,Y,N,N,26,,N,Y,Y,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.7692307692
경상남도,양산시,와곡4길,,경상남도 양산시 상북면 소토리 668-1,양산신-2015,1,N,N,35.380215,129.054533,6,8,21,Y,N,N,35,,N,Y,Y,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.6
경상남도,양산시,와곡4길,,경상남도 양산시 상북면 소토리 668-1,양산신-2015,1,N,N,35.380215,129.054533,7,8,25,Y,N,N,35,,N,Y,Y,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.7142857143
경상남도,양산시,와곡4길,,경상남도 양산시 상북면 소토리 668-1,양산신-2015,1,N,N,35.380215,129.054533,2,4,8,Y,N,N,35,,N,Y,Y,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.2285714286
경상남도,양산시,와곡4길,,경상남도 양산시 상북면 소토리 668-1,양산신-2015,1,N,N,35.380215,129.054533,2,4,6,Y,N,N,35,,N,Y,Y,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.1714285714
경상남도,양산시,어곡터널로,,경상남도 양산시 상북면 소토리 522-4,양산신-2017,1,N,N,35.380975,129.045127,4,8,14,Y,N,N,35,,N,Y,N,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.4
경상남도,양산시,어곡터널로,,경상남도 양산시 상북면 소토리 522-4,양산신-2017,1,N,N,35.380975,129.045127,5,8,19,Y,N,N,20,,N,Y,N,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.95
경상남도,양산시,민등대길,,경상남도 양산시 상북면 대석리 732-1,양산신-2018,1,N,N,35.392982,129.052459,4,8,10,Y,N,N,17,,N,Y,Y,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.5882352941
경상남도,양산시,민등대길,,경상남도 양산시 상북면 대석리 732-1,양산신-2018,1,N,N,35.392982,129.052459,1,4,8,Y,N,N,19,,N,Y,Y,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.4210526316
경상남도,양산시,구소석길,,경상남도 양산시 상북면 석계리 1031-1,양산신-2019,1,N,N,35.399986,129.059802,2,4,9,Y,N,N,17,,N,Y,Y,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.5294117647
경상남도,양산시,충렬로,,경상남도 양산시 상북면 소석리 659,양산신-2020,1,N,N,35.401485,129.053037,3,8,11,Y,N,N,16,,N,Y,Y,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.6875
경상남도,양산시,충렬로,,경상남도 양산시 상북면 소석리 659,양산신-2020,1,N,N,35.401485,129.053037,2,4,7,Y,N,N,18,,Y,Y,Y,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.3888888889
경상남도,양산시,충렬로,,경상남도 양산시 상북면 소석리 155,양산신-2021,1,N,N,35.403589,129.054778,4,8,13,Y,N,N,19,,N,Y,N,Y,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.6842105263
경상남도,양산시,양산대로,,경상남도 양산시 상북면 상삼리 52,양산신-2022,1,N,N,35.405935,129.056134,2,4,7,Y,N,N,14,,N,Y,N,Y,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.5
경상남도,양산시,수서로,,경상남도 양산시 상북면 석계리 553-3,양산신-2023,1,N,N,35.423955,129.061504,2,4,8,Y,N,N,20,,N,Y,Y,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.4
경상남도,양산시,수서로,,경상남도 양산시 상북면 상삼리 52,양산신-2023,1,N,N,35.423955,129.061504,2,4,7,Y,N,N,20,,N,Y,Y,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.35
경상남도,양산시,수서로,,경상남도 양산시 상북면 상삼리 52,양산신-2023,1,N,N,35.423955,129.061504,5,8,21,Y,N,N,27,,N,Y,Y,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.7777777778
경상남도,양산시,수서로,,경상남도 양산시 상북면 상삼리 52,양산신-2023,1,N,N,35.423955,129.061504,5,8,19,Y,N,N,27,,N,Y,Y,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.7037037037
경상남도,양산시,수서로,,경상남도 양산시 상북면 상삼리 424-3,양산신-2024,1,N,N,35.425153,129.060077,4,8,16,Y,N,N,27,,N,Y,N,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.5925925926
경상남도,양산시,수서로,,경상남도 양산시 상북면 상삼리 491-2,양산신-2025,1,N,N,35.427287,129.057856,5,8,16,Y,N,N,27,,N,Y,N,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.5925925926
경상남도,양산시,수서로,,경상남도 양산시 상북면 상삼리 491-2,양산신-2025,1,N,N,35.427287,129.057856,2,4,8,Y,N,N,27,,Y,Y,N,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.2962962963
경상남도,양산시,수서로,,경상남도 양산시 상북면 상삼리 599-2,양산신-2026,1,N,N,35.429143,129.054604,5,8,17,Y,N,N,27,,N,Y,N,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.6296296296
경상남도,양산시,수서로,,경상남도 양산시 상북면 상삼리 599-2,양산신-2026,1,N,N,35.429143,129.054604,2,4,8,Y,N,N,27,,N,Y,N,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.2962962963
경상남도,양산시,원동로,,경상남도 양산시 원동면 원리 825,양산신-3002,1,N,N,35.371341,128.920076,3,8,9,Y,N,N,20,,N,Y,N,Y,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.45
경상남도,양산시,배내로,,경상남도 양산시 원동면 선리 560,양산신-3006,1,N,N,35.505253,128.998718,3,8,11,Y,N,N,16,,N,Y,N,Y,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.6875
경상남도,양산시,충렬로,,경상남도 양산시 교동 244-1,양산신-4001,1,N,N,35.342892,129.026509,2,4,7,Y,N,N,14,,N,Y,Y,Y,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.5
경상남도,양산시,충렬로,,경상남도 양산시 교동 244-1,양산신-4001,1,N,N,35.342892,129.026509,5,8,16,Y,N,N,21,,N,Y,Y,Y,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.7619047619
경상남도,양산시,충렬로,,경상남도 양산시 교동 232-2,양산신-4002,1,N,N,35.344482,129.027877,4,8,13,Y,N,N,20,,N,Y,Y,Y,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.65
경상남도,양산시,충렬로,,경상남도 양산시 교동 232-2,양산신-4002,1,N,N,35.344482,129.027877,7,8,22,Y,N,N,25,,N,Y,Y,Y,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.88
경상남도,양산시,충렬로,,경상남도 양산시 교동 232-2,양산신-4002,1,N,N,35.344482,129.027877,7,8,18,Y,N,N,25,,N,Y,Y,Y,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.72
경상남도,양산시,충렬로,,경상남도 양산시 교동 157-9,양산신-4003,1,N,N,35.345313,129.028827,5,8,15,Y,Y,N,30,,N,Y,Y,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.5
경상남도,양산시,충렬로,,경상남도 양산시 교동 965-3,양산신-4004,1,N,N,35.349451,129.030085,4,8,13,Y,N,N,20,,N,Y,N,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.65
경상남도,양산시,충렬로,,경상남도 양산시 교동 965-9,양산신-4005,1,N,N,35.351696,129.031836,4,8,15,Y,N,N,23,,N,Y,N,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.652173913
경상남도,양산시,충렬로,,경상남도 양산시 유산동 192,양산신-4006,1,N,N,35.354439,129.033524,5,8,15,Y,N,N,21,,N,Y,N,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.7142857143
경상남도,양산시,충렬로,,경상남도 양산시 유산동 159-41,양산신-4007,1,N,N,35.358091,129.035515,2,4,9,Y,N,N,15,,N,Y,N,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.6
경상남도,양산시,충렬로,,경상남도 양산시 유산동 159-41,양산신-4007,1,N,N,35.358091,129.035515,5,8,19,Y,N,N,21,,N,Y,N,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.9047619048
경상남도,양산시,충렬로,,경상남도 양산시 유산동 159-41,양산신-4007,1,N,N,35.358091,129.035515,5,8,19,Y,N,N,21,,N,Y,N,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.9047619048
경상남도,양산시,어실로,,경상남도 양산시 유산동 162-18,양산신-4009,1,N,N,35.364426,129.038729,5,8,17,Y,N,N,25,,N,Y,N,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.68
경상남도,양산시,어실로,,경상남도 양산시 유산동 162-18,양산신-4009,1,N,N,35.364426,129.038729,5,8,18,Y,N,N,25,,N,Y,N,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.72
경상남도,양산시,어실로,,경상남도 양산시 유산동 130-19,양산신-4010,1,N,N,35.366817,129.034613,2,4,9,Y,N,N,22,,N,N,N,Y,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.4090909091
경상남도,양산시,어실로,,경상남도 양산시 유산동 130-19,양산신-4010,1,N,N,35.366817,129.034613,5,8,15,Y,N,N,21,,N,N,N,Y,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.7142857143
경상남도,양산시,어실로,,경상남도 양산시 유산동 476-16,양산신-4012,1,N,N,35.369042,129.031716,2,4,9,Y,N,N,25,,N,N,N,Y,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.36
경상남도,양산시,어실로,,경상남도 양산시 유산동 476-16,양산신-4012,1,N,N,35.369042,129.031716,5,8,15,Y,N,N,20,,N,N,N,Y,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.75
경상남도,양산시,어실로,,경상남도 양산시 유산동 334-40,양산신-4014,1,N,N,35.371698,129.029138,2,4,9,Y,N,N,25,,N,N,N,Y,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.36
경상남도,양산시,어실로,,경상남도 양산시 유산동 334-40,양산신-4014,1,N,N,35.371698,129.029138,5,8,15,Y,N,N,20,,N,N,N,Y,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.75
경상남도,양산시,어실로,,경상남도 양산시 어곡동 157-16,양산신-4015,1,N,N,35.373721,129.027427,4,8,13,Y,N,N,17,,Y,Y,N,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.7647058824
경상남도,양산시,어실로,,경상남도 양산시 어곡동 157-16,양산신-4015,1,N,N,35.373721,129.027427,6,8,16,Y,N,N,26,,N,Y,N,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.6153846154
경상남도,양산시,어실로,,경상남도 양산시 어곡동 157-16,양산신-4016,1,N,N,35.374115,129.027075,5,8,17,Y,N,N,23,,N,Y,N,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.7391304348
경상남도,양산시,어실로,,경상남도 양산시 어곡동 419-3,양산신-4017,1,N,N,35.375906,129.026569,4,8,15,Y,N,N,19,,N,N,N,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.7894736842
경상남도,양산시,어실로,,경상남도 양산시 어곡동 419-3,양산신-4017,1,N,N,35.375906,129.026569,4,8,18,Y,N,N,19,,N,N,N,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.9473684211
경상남도,양산시,어실로,,경상남도 양산시 어곡동 2020,양산신-4018,1,N,N,35.378973,129.025925,3,8,12,Y,N,N,17,,N,Y,N,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.7058823529
경상남도,양산시,어실로,,경상남도 양산시 어곡동 2020,양산신-4018,1,N,N,35.378973,129.025925,4,8,14,Y,N,N,21,,N,Y,N,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.6666666667
경상남도,양산시,어실로,,경상남도 양산시 어곡동 2020,양산신-4018,1,N,N,35.378973,129.025925,4,8,15,Y,N,N,19,,N,Y,N,N,양산시 교통과,055-392-2883,2021-05-10,5380000,경상남도 양산시,0.7894736842
